%time,x,y,z,q0,q1,q2,q3,yaw,floor
0.0008358955383300781,15.59977118226061,16.448275834773256,0.80322202478344,-0.0641902209776342,0.1970596576187352,0.8536260882248452,-0.4778803285049282,-2.137301992945448,FLD01
0.0067958831787109375,15.596036695757903,16.442977391509487,0.802365957357426,-0.0660454707201738,0.1973956187752767,0.8497634928320805,-0.4843294041615672,-2.122056880321728,FLD01
0.01875591278076172,15.592250646819139,16.43772676013492,0.801521734693843,-0.0679823732257623,0.1977318036463118,0.8459625200384139,-0.490538424027747,-2.107256949112859,FLD01
0.030796051025390625,15.588405227919338,16.432537497956446,0.800699029424759,-0.0700357048267547,0.1980843320765328,0.8422030829618614,-0.4965395900477116,-2.0928199194130728,FLD01
0.03683590888977051,15.584499792271345,16.42742445625754,0.799905767468769,-0.0722390598582428,0.1984900117118416,0.8384353917483354,-0.5024035502912431,-2.0785751637630008,FLD01
0.04881596565246582,15.580537433913378,16.422396962883283,0.799151376904104,-0.074604433093297,0.198948227769682,0.834613472142437,-0.5082067820764262,-2.0643423290883898,FLD01
0.060816049575805664,15.576519406264651,16.417460843795936,0.798444347178819,-0.0771240933953026,0.1994576898248414,0.8307488897980531,-0.5139307212912965,-2.050164870574672,FLD01
0.06668591499328613,15.572440088008989,16.412616697535157,0.797787410916059,-0.0797920739450999,0.1999725806079162,0.8268812152619466,-0.5195302183583517,-2.036145697619757,FLD01
0.07874584197998047,15.56829843736341,16.40786363344472,0.797184277931504,-0.0826088582107096,0.2005292180990205,0.8229862618531797,-0.5250308772202336,-2.022225721509969,FLD01
0.09076595306396484,15.564106891281426,16.403199212814854,0.796633166355582,-0.0855502524405723,0.2011830813120393,0.8190589139670301,-0.5304234323182724,-2.008437141120756,FLD01
0.09685611724853516,15.559882178945827,16.398615526667243,0.796136165659621,-0.0885642770792303,0.201949291313912,0.8151091599467492,-0.5356957251408182,-1.9948301773064896,FLD01
0.10897588729858398,15.555636936637256,16.394100131228242,0.79570026009807,-0.0915992697631825,0.2027990457873361,0.8112038850153293,-0.5407683216892739,-1.9816132308528729,FLD01
0.12072610855102539,15.551377047946971,16.389636398677226,0.795336342072566,-0.0946455943617785,0.2036364741316214,0.8073734288736036,-0.5456395735465192,-1.9687944239378643,FLD01
0.126755952835083,15.547104072614275,16.38521348141063,0.795061150948736,-0.0976888369671266,0.2043923917475801,0.8036354701480074,-0.5503187007977332,-1.9563601755729745,FLD01
0.1387958526611328,15.542832858132442,16.38082154604598,0.794896990630001,-0.1006784704520792,0.2050414156007032,0.7999693863771484,-0.5548611036423963,-1.9442062807555944,FLD01
0.15082597732543945,15.538579081533044,16.376451463993646,0.79487444073738,-0.1035288906127998,0.2055505761308719,0.7963630524055407,-0.5593179938318448,-1.9322551306987776,FLD01
0.15680599212646484,15.534352242835666,16.37209580470693,0.795017992853861,-0.1062112969703499,0.205874125550362,0.7928129114145706,-0.5637221765365474,-1.920445965650018,FLD01
0.16882610321044922,15.530158133250097,16.367748178228965,0.795337623297189,-0.108705821527592,0.205940675503762,0.7893134521090646,-0.5681159713110845,-1.9086897810440593,FLD01
0.1807858943939209,15.526007470973582,16.36341995512919,0.795823131089845,-0.1110079236691299,0.2057607340117591,0.7858628311791418,-0.5725027264500269,-1.896984862912737,FLD01
0.18682599067687988,15.521922673591689,16.359135941522084,0.796441897324222,-0.1131117071984219,0.2053898953906913,0.7824282350482452,-0.5769114226337932,-1.885268739967944,FLD01
0.19881606101989746,15.51793007201195,16.354921471689124,0.797154721638426,-0.1149794756936377,0.204857800089251,0.7790055423760033,-0.5813461678374405,-1.8735533111507845,FLD01
0.210845947265625,15.514049605595119,16.350796711931196,0.797919475728845,-0.1165631447711655,0.2041441480497031,0.775641068152337,-0.5857637181437741,-1.8619700340526648,FLD01
0.21675610542297363,15.510284168420185,16.34677723026124,0.798696727042896,-0.1178316839885489,0.2031896024207484,0.772352699628015,-0.5901703034665825,-1.8505212473364223,FLD01
0.22875595092773438,15.506633675995545,16.34288336122046,0.799453739129337,-0.1188277973507257,0.202004413977506,0.7690967611879879,-0.5946127674718452,-1.8390718021171024,FLD01
0.24082589149475098,15.50310480732469,16.339134956183045,0.800163856976613,-0.119559033073577,0.2006550825198289,0.7658627981822882,-0.5990804201690019,-1.8276448650503136,FLD01
0.2468559741973877,15.499700414749896,16.335544024511876,0.800817388075696,-0.1200303558006147,0.1991484514444793,0.7626064871972345,-0.6036256734585913,-1.816106512404096,FLD01
0.2588160037994385,15.496411882067605,16.332115564718436,0.801414672793284,-0.1202593268097451,0.1974338500276949,0.7593130797161203,-0.6082772526985777,-1.8043711054631315,FLD01
0.27072596549987793,15.493225993785927,16.328846602569513,0.801959132318689,-0.1202836729740048,0.1954979505004449,0.7559278034519986,-0.6130950540774612,-1.7922629473370648,FLD01
0.27684593200683594,15.490132335786257,16.325734850024446,0.802457069945351,-0.1201598973622829,0.1933771783345698,0.752411941673191,-0.6180963808281231,-1.7797013447551095,FLD01
0.2888460159301758,15.487138078073713,16.32277753514552,0.802916850239519,-0.1199350224532743,0.1911615605131319,0.7487399177017888,-0.6232667035958486,-1.7666907385061794,FLD01
0.3008458614349365,15.484251523662806,16.319970421749645,0.803347426492543,-0.1196254743859419,0.1889011570373555,0.7449276605576819,-0.6285609590834814,-1.753328848508565,FLD01
0.306826114654541,15.481477694321711,16.31730985635346,0.803753705592597,-0.1192517373395949,0.1866057029042055,0.7409974294537065,-0.6339401740922521,-1.7396974681554311,FLD01
0.3188059329986572,15.478814673676425,16.314787773401918,0.804135271206492,-0.1188413241134284,0.1843041612159032,0.7369740079515757,-0.6393575114482193,-1.7258979098199565,FLD01
0.3306159973144531,15.476255517278332,16.312400761799438,0.804489282387937,-0.1184640682889936,0.1820521538661159,0.7328354044231242,-0.6448065972220856,-1.711908799382745,FLD01
0.3368558883666992,15.473801310524777,16.310159009536278,0.804809962335804,-0.1181647279728677,0.1799346169070095,0.7285782838518424,-0.6502571145332667,-1.697785184277107,FLD01
0.3426859378814697,15.471453944217956,16.308071273348276,0.805093611947613,-0.1179604547474119,0.1779833667506111,0.7242194054477555,-0.6556778973313047,-1.6835994105163783,FLD01
0.34880590438842773,15.469205753960978,16.30613967254311,0.805337415935894,-0.1178850149832062,0.176144947342633,0.7197868663135953,-0.661046857530179,-1.669392985244426,FLD01
0.36075592041015625,15.467046025659783,16.304360140506446,0.805537190156091,-0.1179894642299068,0.1743814888172359,0.7152966660187395,-0.666348454092226,-1.6551835520800593,FLD01
0.36684584617614746,15.464964791369312,16.30273142089493,0.80569049024956,-0.118305985861455,0.1726710039594343,0.7107527551510421,-0.6715794362145054,-1.6409660291536463,FLD01
0.3788259029388428,15.462960649851539,16.301263225878643,0.805797199262546,-0.1188460547102066,0.1710615643272491,0.7061788514166257,-0.6767015489132769,-1.6268405444700629,FLD01
0.39081597328186035,15.46103628494211,16.29995448029797,0.805857349340853,-0.1195572788300199,0.1695480371557519,0.7015991497693825,-0.6817023934373946,-1.6128691631822736,FLD01
0.39682602882385254,15.459189510242595,16.298794494005392,0.805875398054284,-0.1203870785624339,0.1680772268019215,0.6970310205530477,-0.6865892174601599,-1.5990605759207777,FLD01
0.40866589546203613,15.457417930024349,16.297771130522563,0.805853305612995,-0.121294301692508,0.166607374510435,0.6924752932703956,-0.6913809683132348,-1.585385364623464,FLD01
0.42079591751098633,15.455718108324163,16.296876956486358,0.805790922913137,0.1222574384364986,-0.1651270802569348,-0.6879004646339603,0.6961171717959176,-1.571746139963885,FLD01
0.42667603492736816,15.454089218478657,16.296115183029883,0.805689869652335,0.1232806316845114,-0.1636307727569647,-0.6832961688521828,0.700808962335925,-1.5581098282218495,FLD01
0.43878602981567383,15.4525359970703,16.295485129805115,0.805555343590651,0.1242886511850857,-0.1621113924507687,-0.6786634819082309,0.7054701311525964,-1.544474274768172,FLD01
0.4507460594177246,15.45106012455335,16.29497735243916,0.805394215873222,0.1252174151934104,-0.1605139990026703,-0.6740070818544664,0.7101199255523524,-1.5308162193959132,FLD01
0.4567759037017822,15.449662603954948,16.29458205617533,0.805212404501491,0.1260616647950012,-0.1588185744413704,-0.6693057282948848,0.714783155336762,-1.5170661462700197,FLD01
0.46877598762512207,15.448336599988124,16.29429849902948,0.80500988303862,0.1268754591311514,-0.1569949761103979,-0.6645470996350425,0.7194667106357373,-1.5031744185869802,FLD01
0.4806959629058838,15.447079542228039,16.2941360663292,0.804786650507908,0.1276980638768113,-0.1550225186117538,-0.6596976759188555,0.7241962438404681,-1.4890429262425866,FLD01
0.4868159294128418,15.44589502763165,16.294105487925833,0.804548997115531,0.1285316119878552,-0.1529282842661663,-0.6547828848523541,0.728938912595314,-1.474760955344038,FLD01
0.49881601333618164,15.444792502512882,16.294209686184445,0.80430125419016,0.1293378848279043,-0.150712802856387,-0.6498269687827687,0.7336772268825126,-1.4603959043774468,FLD01
0.5107660293579102,15.443774829071572,16.294446843709636,0.804044100451266,0.1301269811589219,-0.1483536419172317,-0.6448423535275755,0.7384013169011664,-1.445969619678475,FLD01
0.5168459415435791,15.442842985561128,16.294825424861074,0.803779913943395,0.1309403672759697,-0.1458918400114069,-0.6398327113805615,0.7430910392967467,-1.431518574554632,FLD01
0.5287559032440186,15.441997896588418,16.29536042942607,0.803511125939119,0.1318288963219985,-0.1433668822055999,-0.6347901722044581,0.7477355926086465,-1.4170470674092968,FLD01
0.540816068649292,15.441242099540432,16.29606144396132,0.803240845018216,0.1327916715818672,-0.1408382207913861,-0.6297156381180341,0.7523225256712757,-1.4025915530009283,FLD01
0.5468358993530273,15.440582829615778,16.296928332500727,0.80296983019391,0.1337893749566731,-0.1383077924687447,-0.6245731212962835,0.7568882175363436,-1.3880600547511324,FLD01
0.5648159980773926,15.4400219938575,16.297958156547907,0.802699173900042,0.1348197165381284,-0.1357990504500459,-0.6193098937658704,0.7614706280698887,-1.3733321959889693,FLD01
0.5708458423614502,15.439559894816284,16.299154964674642,0.802432998072371,0.1359040018320049,-0.1333556006132182,-0.6139068486249963,0.7660709936307862,-1.3583853959637322,FLD01
0.576836109161377,15.439193450484254,16.30052861769451,0.80217737035762,0.1370764810983907,-0.1310357419157128,-0.6083453260632024,0.770685173678161,-1.3432056540131696,FLD01
0.5888159275054932,15.438918492184712,16.302087323635646,0.801938580388789,0.1383487642059632,-0.1288606189081581,-0.6025943310765902,0.7753287254395042,-1.3277281207009113,FLD01
0.6007459163665771,15.438739266243374,16.303831120674545,0.801718458302976,0.1396731867188161,-0.1268139492090693,-0.5966036443397731,0.780047251618972,-1.3118220550208195,FLD01
0.6067759990692139,15.438653798544237,16.305758239722536,0.80151461689456,0.1410559366787344,-0.1248773126627314,-0.5903568442690657,0.7848488236179559,-1.2954429486366894,FLD01
0.6187660694122314,15.438659604150871,16.307873661862857,0.80132387391472,0.1425074331030152,-0.123048615528388,-0.5838848462606336,0.7897019412627355,-1.278671814694559,FLD01
0.6306960582733154,15.438748613403732,16.310186169869098,0.801143562376708,0.1440638986135628,-0.1213615019524117,-0.5772194472199638,0.7945657233427549,-1.261608131772844,FLD01
0.6367359161376953,15.438907923067745,16.31270017451044,0.800970515902087,0.1457199714017354,-0.1197838550988368,-0.5703701316857445,0.7994344443874837,-1.2442623585037873,FLD01
0.6488161087036133,15.439140254823087,16.31540285558674,0.800795759618844,0.1470114669931286,-0.1181576170737657,-0.5631438440492519,0.8045467152436888,-1.2260930542782127,FLD01
0.6607561111450195,15.439440663631558,16.318309013643443,0.800631186864752,0.1487716627972208,-0.1165569500977283,-0.5559674063867985,0.8094329575499147,-1.2081759120375202,FLD01
0.6667459011077881,15.439809831569619,16.321406848451318,0.800469191965831,0.1505099356013015,-0.1149717872327454,-0.5486224754454379,0.8143350826667856,-1.189977724163193,FLD01
0.6788060665130615,15.440238773187502,16.32469545106477,0.800312220227908,0.1522687759016857,-0.1133857278906556,-0.541155053174832,0.8192124907613733,-1.1716029636429146,FLD01
0.6908059120178223,15.440716459795567,16.328170564564914,0.800165940964746,0.1540378528221506,-0.111757765067467,-0.5335745503414103,0.8240635540254333,-1.1530556924434092,FLD01
0.6967959403991699,15.441244989883671,16.33182311153837,0.800030972006986,0.1557627292192882,-0.1100445000884177,-0.5258415787930273,0.8289263020310704,-1.1342248282466496,FLD01
0.7087459564208984,15.441835234360497,16.335646522026707,0.799907116386574,0.1573831173498164,-0.1082606077609449,-0.5179859076777328,0.833787019944398,-1.1151890004816578,FLD01
0.7206859588623047,15.442496116467737,16.339640284452912,0.799794559242286,0.1588885419183449,-0.1064486288077428,-0.5100938006945693,0.8385865698691953,-1.096168161714704,FLD01
0.7267661094665527,15.443222981023155,16.34380478611854,0.799690651121678,0.1602991544473666,-0.1046167470696032,-0.5022160747947452,0.8432903008654806,-1.077280464472972,FLD01
0.7386760711669922,15.44400083966093,16.34813826562464,0.799594464523554,0.1616481988054674,-0.1027401428481569,-0.494322525863882,0.8479148325710785,-1.0584422987945403,FLD01
